date,impl_corr,ndx_iv,rolling_mean,rolling_std,z_score,vix,iv,vxn_level,impl_corr_level,vix_level,vix_percentile,vix_volatility,vix_change_5d,vix_change_20d,corr_momentum_5d,corr_momentum_20d,corr_ma_252,corr_mean_reversion,corr_percentile,zscore_momentum_5d,index_iv,index_iv_change_5d,vix_vxn_spread,zscore_rolling_mean,zscore_rolling_std,extreme_zscore,days_since_extreme,vix_regime,future_corr,corr_change,short_pnl,long_pnl,target,target_short,target_long,target_pnl
2010-04-21,0.1176921376511388,13.94,0.1659899445271814,0.0307711441013689,-1.5695811217462632,16.32,14.656,16.3,0.1176921376511388,16.32,,,0.046824887748556865,,0.006652918567352492,,,,,-0.08579551345557834,13.94,-0.03596127247579539,0.019999999999999574,,,1,0,1.0,0.2452234502202659,0.1275313125691271,-0.8927191879838896,0.8927191879838896,1.0,0,1,-0.8927191879838896
2010-04-22,0.1165690006508789,14.22,0.1653825696048803,0.0313851931402281,-1.5553056734716844,16.47,14.837,16.83,0.1165690006508789,16.47,,,0.036500943989930645,,0.0007787536769822967,,,,,-0.07432261587032851,14.22,-0.03396739130434778,-0.35999999999999943,,,1,1,1.0,0.2095545414825124,0.0929855408316335,-0.6508987858214346,0.6508987858214346,1.0,0,1,-0.6508987858214346
2010-04-23,0.1421079298863919,14.05,0.1654899768957963,0.0312926546005287,-0.7472056080857199,16.62,14.208,16.6,0.1421079298863919,16.62,,,-0.09477124183006524,,-0.004854510846049792,,,,,-0.11035004169845686,14.05,-0.10736975857687414,0.019999999999999574,,,0,0,1.0,0.2688349164331112,0.1267269865467193,-0.887088905827035,0.887088905827035,1.0,0,1,-0.887088905827035
2010-04-26,0.1995400116362659,16.33,0.1663356301938456,0.0315187736937554,1.0534794838480288,17.47,16.301,17.81,0.1995400116362659,17.47,,,0.007497116493656142,,0.0598396056187904,,,,,1.9840114691272164,16.33,0.0542285345384117,-0.33999999999999986,,,0,1,1.0,0.2427794952301906,0.04323948359392471,-0.30267638515747297,0.30267638515747297,1.0,0,1,-0.30267638515747297
2010-04-27,0.2568355767587882,18.49,0.1673411366558381,0.0334035236309791,2.679191605401504,22.81,18.19,21.3,0.2568355767587882,22.81,,1.5662361857247722,0.4500953591862682,,0.1295108477968249,,,,,3.9764871885987763,18.49,0.2725395732966276,1.509999999999998,-0.37009840072213934,1.1499780219151299,1,0,1.0,0.307000585306711,0.050165008547922774,-0.3511550598354594,0.3511550598354594,1.0,0,1,-0.3511550598354594
2010-04-28,0.2452234502202659,18.08,0.1686949906254317,0.0348790628039411,2.194108827551034,21.08,18.476,20.51,0.2452234502202659,21.08,,1.818465156750546,0.2916666666666665,0.2305896088733217,0.1275313125691271,0.056429010678212405,,,,3.763689949297297,18.08,0.2969870875179339,0.5699999999999967,-0.2982466490287095,1.2634107478136554,1,1,1.0,0.3068091291021628,0.061585678881896894,-0.43109975217327823,0.43109975217327823,1.0,0,1,-0.43109975217327823
2010-04-29,0.2095545414825124,16.92,0.1696753613019721,0.0351909005420589,1.133224201889294,18.44,17.042,18.96,0.2095545414825124,18.44,,1.8390933120769906,0.11961141469338199,0.048322910744741376,0.0929855408316335,0.008763359672555898,,,,2.6885298753609783,16.92,0.1898734177215191,-0.5199999999999996,-0.29013902093632826,1.2724727862155434,0,0,1.0,0.3083915848687919,0.09883704338627952,-0.6918593037039567,0.6918593037039567,1.0,0,1,-0.6918593037039567
2010-04-30,0.2688349164331112,19.16,0.1716522770902316,0.0373452020161974,2.602279117427971,22.05,18.91,22.06,0.2688349164331112,22.05,,2.136498857575415,0.3267148014440433,0.2621637092157987,0.1267269865467193,0.075145821413303,,,,3.3494847255136913,19.16,0.36370106761565824,-0.00999999999999801,-0.19986230280643397,1.4102318112900196,1,0,1.0,0.5733099107425879,0.30447499430947667,-2.131324960166337,2.131324960166337,1.0,0,1,-2.131324960166337
2010-05-03,0.2427794952301906,18.65,0.1727132059555629,0.0384489330161537,1.8223207714292176,20.19,18.519,21.16,0.2427794952301906,20.19,,2.2210203321422965,0.15569547796222105,0.18625146886016464,0.04323948359392471,0.06891604599332099,,,,0.7688412875811887,18.65,0.14206981016533993,-0.9699999999999989,-0.1266939461155871,1.4771273406951713,1,1,1.0,0.3449854338348821,0.10220593860469152,-0.7154415702328406,0.7154415702328406,1.0,0,1,-0.7154415702328406
2010-05-04,0.307000585306711,22.53,0.1753099084459141,0.0420626146755318,3.130824792435034,23.84,23.201,26.09,0.307000585306711,23.84,,2.5974438852152533,0.04515563349408169,0.4688847812692545,0.050165008547922774,0.15113843581111558,,,,0.45163318703353017,22.53,0.21849648458626292,-2.25,0.0326277370144896,1.6472449998587324,1,2,1.0,0.3489982444358404,0.041997659129129394,-0.29398361390390576,0.29398361390390576,1.0,0,1,-0.29398361390390576
2010-05-05,0.3068091291021628,22.72,0.1771174924621303,0.0452772099788341,2.864391085507694,24.91,23.926,26.32,0.3068091291021628,24.91,,3.002119382948269,0.18168880455407987,0.49879663056558354,0.061585678881896894,0.15427324068982068,,,,0.6702822579566603,22.72,0.2566371681415929,-1.4100000000000001,0.1841986456210971,1.7632871890185642,1,3,1.0,0.3071401559671614,0.0003310268649985848,-0.0023171880549900936,0.0023171880549900936,2.0,0,0,-0.0023171880549900936
2010-05-06,0.3083915848687919,26.43,0.1787016038295209,0.0481384684275895,2.694102768025371,32.8,31.455,31.25,0.3083915848687919,32.8,,4.367329998499025,0.7787418655097611,0.9902912621359221,0.09883704338627952,0.17454403276049363,,,,1.560878566136077,26.43,0.5620567375886523,1.5499999999999972,0.35065829109947677,1.8374562053301249,1,4,2.0,0.3593223634349769,0.050930778566185,-0.356515449963295,0.356515449963295,1.0,0,1,-0.356515449963295
2010-05-07,0.5733099107425879,34.61,0.184782093594869,0.0700280823588768,5.548171591456818,40.95,33.238,41.52,0.5733099107425879,40.95,,6.471564197154716,0.8571428571428572,1.537174721189591,0.30447499430947667,0.4585559443436117,,,,2.9458924740288466,34.61,0.8063674321503131,-0.5700000000000003,0.6846186074252542,2.136608247342586,1,5,2.0,0.381671818866986,-0.19163809187560188,1.341466643129213,-1.341466643129213,0.0,1,0,1.341466643129213
2010-05-10,0.3449854338348821,25.29,0.1873635998971874,0.0730183444542201,2.1586607463624143,28.84,25.647,30.36,0.3449854338348821,28.84,,6.625719027515353,0.42842991579990075,0.8510911424903722,0.10220593860469152,0.22012223647221912,,,,0.3363399749331968,25.29,0.3560321715817696,-1.5199999999999996,0.8404917724104296,2.124082953753438,1,6,2.0,0.3616931893197241,0.01670775548484199,-0.11695428839389393,0.11695428839389393,1.0,0,1,-0.11695428839389393
2010-05-11,0.3489982444358404,24.62,0.190372922127594,0.0758894481641242,2.0902157829002936,28.32,24.679,29.59,0.3489982444358404,28.32,,6.708195223597386,0.18791946308724827,0.7481481481481482,0.041997659129129394,0.2372854570634262,,,,-1.0406090095347404,24.62,0.09276520195295168,-1.2699999999999996,1.0134713285087622,2.0749470305165723,1,7,2.0,0.4204223384282239,0.07142409399238353,-0.4999686579466847,0.4999686579466847,1.0,0,1,-0.4999686579466847
2010-05-12,0.3071401559671614,22.09,0.1928732196875462,0.0772347495919834,1.4794757137592307,25.52,22.703,27.0,0.3071401559671614,25.52,,6.598676003563143,0.024488157366519436,0.6369467607440666,0.0003310268649985848,0.19610093688337507,,,,-1.3849153717484635,22.09,-0.027728873239436624,-1.4800000000000004,1.161634394611258,1.991356591359705,0,0,2.0,0.4683178841960184,0.161177728228857,-1.128244097601999,1.128244097601999,1.0,0,1,-1.128244097601999
2010-05-13,0.3593223634349769,23.58,0.1962108269837367,0.0800255460382897,2.038243342609575,26.68,23.572,28.05,0.3593223634349769,26.68,,6.496132533649301,-0.18658536585365848,0.6790434235368155,0.050930778566185,0.2435321164610803,,,,-0.6558594254157959,23.58,-0.10783200908059032,-1.370000000000001,1.3375957146218043,1.8988956476311516,1,0,2.0,0.5003838411242952,0.14106147768931832,-0.9874303438252282,0.9874303438252282,1.0,0,1,-0.9874303438252282
2010-05-14,0.381671818866986,27.47,0.1993320352444921,0.0835290647283193,2.1829501409546395,31.24,27.796,31.55,0.381671818866986,31.24,,6.675340243644597,-0.23711843711843716,0.7015250544662308,-0.19163809187560188,0.2347093781345443,,,,-3.3652214505021782,27.47,-0.20629875758451321,-0.3100000000000023,1.4785859999888995,1.8485967646176544,1,1,2.0,0.5498003959629949,0.16812857709600892,-1.1769000396720624,1.1769000396720624,1.0,0,1,-1.1769000396720624
2010-05-17,0.3616931893197241,27.2,0.2021434342591122,0.0861114870054809,1.8528277772099864,30.84,28.063,31.78,0.3616931893197241,30.84,,6.71476644575615,0.06934812760055475,0.7785467128027681,0.01670775548484199,0.22199278330224861,,,,-0.30583296915242797,27.2,0.07552392249901141,-0.9400000000000013,1.6177539881133582,1.7603489909292296,1,2,2.0,0.4723242875439165,0.11063109822419237,-0.7744176875693466,0.7744176875693466,1.0,0,1,-0.7744176875693466
2010-05-18,0.4204223384282239,29.02,0.2065364662097029,0.090378816393694,2.3665487196338675,33.55,29.667,35.48,0.4204223384282239,33.55,,6.73408384735132,0.1846751412429377,1.1328671328671325,0.07142409399238353,0.2930976094662606,,,,0.27633293673357384,29.02,0.17871649065800166,-1.9299999999999997,1.8009462032549153,1.6265839991646485,1,3,2.0,0.3875703722324558,-0.032851966195768134,0.22996376337037694,-0.22996376337037694,0.0,1,0,0.22996376337037694
2010-05-19,0.4683178841960184,31.04,0.2115358757762065,0.0963312970202371,2.66561352709564,35.32,31.568,37.79,0.4683178841960184,35.32,,6.79292906360415,0.38401253918495293,1.1642156862745097,0.161177728228857,0.3506257465448796,,,,1.1861378133364093,31.04,0.40516070620190137,-2.469999999999999,2.0127059356970105,1.4282872714712707,1,4,2.0,0.5032213762799317,0.0349034920839133,-0.2443244445873931,0.2443244445873931,1.0,0,1,-0.2443244445873931
2010-05-20,0.5003838411242952,35.51,0.2174074066883366,0.1029104379266835,2.7497350136393286,45.79,35.324,46.63,0.5003838411242952,45.79,,7.748051775497474,0.7162668665667167,1.780206435944141,0.14106147768931832,0.38381484047341635,,,,0.7114916710297536,35.51,0.5059372349448685,-0.8400000000000034,2.2279579700525614,1.1618026447083714,1,5,2.0,0.4285039579220973,-0.07187988320219796,0.5031591824153857,-0.5031591824153857,0.0,1,0,0.5031591824153857
2010-05-21,0.5498003959629949,35.26,0.2241545668521612,0.1110313378366825,2.932918178377985,40.1,36.544,42.81,0.5498003959629949,40.1,,7.81317180690471,0.2836107554417415,1.4127557160048134,0.16812857709600892,0.40769246607660303,,,,0.7499680374233457,35.26,0.28358208955223874,-2.710000000000001,2.411964159375746,0.9351084188261922,1,6,2.0,0.3901479179330509,-0.15965247802994398,1.1175673462096078,-1.1175673462096078,0.0,1,0,1.1175673462096078
2010-05-24,0.4723242875439165,31.36,0.2294128544367642,0.1151819311842748,2.1089369713599275,38.32,31.627,39.84,0.4723242875439165,38.32,,7.6480472051780435,0.24254215304798965,1.1934745277618775,0.11063109822419237,0.2727842759076506,,,,0.25610919414994116,31.36,0.15294117647058814,-1.5200000000000031,2.4647370337513412,0.8827222452185144,1,7,2.0,0.4881047911359079,0.0157805035919914,-0.11046352514393981,0.11046352514393981,1.0,0,1,-0.11046352514393981
2010-05-25,0.3875703722324558,30.35,0.2332276703967832,0.1165814950006651,1.32390395092113,34.61,33.451,36.28,0.3875703722324558,34.61,,7.552893119440014,0.03159463487332337,0.517316966242876,-0.032851966195768134,0.13073479547366756,,,,-1.0426447687127376,30.35,0.04583046175051697,-1.6700000000000017,2.3969726510273226,0.916757495631308,0,0,2.0,0.3894720113988199,0.0019016391663640997,-0.013311474164548698,0.013311474164548698,2.0,0,0,-0.013311474164548698
2010-05-26,0.5032213762799317,29.8,0.238912749002266,0.1212773870453056,2.1793727067926323,35.02,29.043,36.32,0.5032213762799317,35.02,,7.3092222028425455,-0.00849377123442796,0.6612903225806455,0.0349034920839133,0.25799792605966576,,,,-0.48624082030300775,29.8,-0.03994845360824739,-1.2999999999999972,2.396235844989403,0.9169350248839693,1,0,2.0,0.3854647382042134,-0.11775663807571829,0.8242964665300281,-0.8242964665300281,0.0,1,0,0.8242964665300281
2010-05-27,0.4285039579220973,26.16,0.2432979935943142,0.1233136675761713,1.5019094636316823,29.68,26.728,30.3,0.4285039579220973,29.68,,6.7111174651900605,-0.35182354225813495,0.6095444685466376,-0.07187988320219796,0.21894941643958488,,,,-1.2478255500076463,26.16,-0.2633061109546606,-0.620000000000001,2.414670108076522,0.893616301210542,1,1,2.0,0.4739882580828423,0.045484300160745006,-0.31839010112521504,0.31839010112521504,1.0,0,1,-0.31839010112521504
2010-05-28,0.3901479179330509,25.9,0.2471744379919697,0.1242251836253719,1.1509218643801626,32.07,27.338,31.61,0.3901479179330509,32.07,,6.337765233731434,-0.20024937655860353,0.45442176870748296,-0.15965247802994398,0.12131300149993973,,,,-1.7819963139978225,25.9,-0.2654566080544526,0.46000000000000085,2.3421022454241314,0.9355266563827782,0,0,2.0,0.4959328603689776,0.10578494243592668,-0.7404945970514867,0.7404945970514867,1.0,0,1,-0.7404945970514867
2010-06-01,0.4881047911359079,29.19,0.252895807957247,0.1272984860868078,1.8476966255377645,35.54,29.211,36.23,0.4881047911359079,35.54,,5.74280703415839,-0.07254697286012524,0.7602773650321939,0.0157805035919914,0.24532529590571728,,,,-0.26124034582216304,29.19,-0.06919642857142849,-0.6899999999999977,2.3433710381295585,0.9348015356725777,1,0,2.0,0.4468637912300595,-0.0412409999058484,0.2886869993409388,-0.2886869993409388,0.0,1,0,0.2886869993409388
2010-06-02,0.3894720113988199,26.72,0.2566921518564098,0.1279273792021127,1.037931523107582,30.17,28.202,31.0,0.3894720113988199,30.17,,5.392746858903232,-0.12828662236347865,0.2655201342281881,0.0019016391663640997,0.08247142609210889,,,,-0.2859724278135478,26.72,-0.1196046128500825,-0.8299999999999983,2.238726374663186,0.9588453338642486,0,0,2.0,0.4828949994233804,0.0934229880245605,-0.6539609161719235,0.6539609161719235,1.0,0,1,-0.6539609161719235
2010-06-03,0.3854647382042134,25.3,0.2603808402472766,0.1284035069519573,0.9741470535048348,29.46,25.738,29.38,0.3854647382042134,29.46,,5.122079039238918,-0.1587664191890349,0.18265756724207138,-0.11775663807571829,0.0786556091020506,,,,-1.2052256532877976,25.3,-0.15100671140939592,0.08000000000000185,2.1442141730630433,0.986683880354335,0,1,2.0,0.3927090983134149,0.007244360109201486,-0.050710520764410405,0.050710520764410405,2.0,0,0,-0.050710520764410405
2010-06-04,0.4739882580828423,29.98,0.26510552553658,0.1309784955347691,1.5947864700492984,35.48,30.098,34.16,0.4739882580828423,35.48,,5.144939772549145,0.1954177897574123,0.0817073170731708,0.045484300160745006,0.16559667321405036,,,,0.09287700641761609,29.98,0.1460244648318043,1.3200000000000003,2.0892483581642396,0.9850574397649743,1,0,2.0,0.3776646959258745,-0.0963235621569678,0.6742649350987746,-0.6742649350987746,0.0,1,0,0.6742649350987746
2010-06-07,0.4959328603689776,31.65,0.2704227113262835,0.1337827488394113,1.6856444571443925,36.57,31.683,37.29,0.4959328603689776,36.57,,4.892560840597438,0.14031805425631427,-0.10695970695970702,0.10578494243592668,-0.07737705037361026,,,,0.5347225927642298,31.65,0.22200772200772212,-0.7199999999999989,1.8961220014486184,0.5567393519900855,1,1,2.0,0.3860830367309628,-0.10984982363801482,0.7689487654661038,-0.7689487654661038,0.0,1,0,0.7689487654661038
2010-06-08,0.4468637912300595,31.05,0.2748191066559711,0.1351906770026629,1.2726076116232443,33.7,32.236,35.22,0.4468637912300595,33.7,,4.786455561488627,-0.05177265053460878,0.16851595006934827,-0.0412409999058484,0.10187835739517737,,,,-0.5750890139145202,31.05,0.06372045220966083,-1.519999999999996,1.8518193447116598,0.5698478332849647,0,0,2.0,0.3646741329884362,-0.08218965824162328,0.5753276076913629,-0.5753276076913629,0.0,1,0,0.5753276076913629
2010-06-09,0.4828949994233804,30.35,0.2800386081201671,0.1370964540663414,1.47966183870117,33.73,30.558,34.82,0.4828949994233804,33.73,,4.634782087649876,0.11799801126947274,0.19103107344632764,0.0934229880245605,0.13389675498754,,,,0.4417303155935879,30.35,0.13585329341317376,-1.0900000000000034,1.8212916475017036,0.5727511653364917,0,1,2.0,0.3756308243891391,-0.1072641750342413,0.750849225239689,-0.750849225239689,0.0,1,0,0.750849225239689
2010-06-10,0.3927090983134149,27.19,0.2840049194063375,0.1368519814920736,0.7943193640449662,30.57,28.343,31.3,0.3927090983134149,30.57,,4.292345206110665,0.03767820773930741,0.19788401253918497,0.007244360109201486,0.08556894234625351,,,,-0.1798276894598686,27.19,0.07470355731225298,-0.7300000000000004,1.7870338300159905,0.6133255350842949,0,2,2.0,0.3699953058625507,-0.02271379245086419,0.15899654715604933,-0.15899654715604933,0.0,1,0,0.15899654715604933
2010-06-11,0.3776646959258745,25.96,0.2881163872296015,0.1358787888759594,0.6590308129550635,28.79,26.876,28.8,0.3776646959258745,28.79,,4.127753148218983,-0.18855693348365277,0.0790854572713644,-0.0963235621569678,0.01834233249089756,,,,-0.9357556570942349,25.96,-0.1340893929286191,-0.010000000000001563,1.7180732035332649,0.6594004156458927,0,3,2.0,0.324327010239926,-0.05333768568594849,0.3733637998016394,-0.3733637998016394,0.0,1,0,0.3733637998016394
2010-06-14,0.3860830367309628,25.52,0.2923450094848487,0.1348939309756635,0.6949017392266928,28.58,25.964,28.94,0.3860830367309628,28.58,,4.2629363181534545,-0.21848509707410446,-0.08514724711907806,-0.10984982363801482,0.004411217863976802,,,,-0.9907427179176996,25.52,-0.1936808846761453,-0.360000000000003,1.6436707834468678,0.6875365686372528,0,4,2.0,0.3552611952686694,-0.030821841462293387,0.2157528902360537,-0.2157528902360537,0.0,1,0,0.2157528902360537
2010-06-15,0.3646741329884362,23.39,0.2943584604110931,0.1350595686129418,0.5206271077235264,25.87,24.184,26.37,0.3646741329884362,25.87,,4.583192865471124,-0.2323442136498517,-0.16115434500648507,-0.08218965824162328,0.0029809436687120994,,,,-0.7519805038997179,23.39,-0.24669887278582936,-0.5,1.5770607499725444,0.729461468605055,0,5,2.0,0.345857280165787,-0.01881685282264922,0.13171796975854455,-0.13171796975854455,0.0,1,0,0.13171796975854455
2010-06-16,0.3756308243891391,23.33,0.2969013610493671,0.1351306602557115,0.5826173215670674,25.92,23.286,25.92,0.3756308243891391,25.92,,4.898326755127728,-0.2315446190335012,-0.22742175856929947,-0.1072641750342413,-0.04479151403908482,,,,-0.8970445171341026,23.33,-0.23130148270181228,0.0,1.4878641800692045,0.7368736435929799,0,6,2.0,0.3410346900900005,-0.0345961342991386,0.24217294009397022,-0.24217294009397022,0.0,1,0,0.24217294009397022
2010-06-17,0.3699953058625507,22.97,0.2996963816739494,0.1348747618494988,0.5212162989176947,25.05,23.582,25.15,0.3699953058625507,25.05,,5.200494814514251,-0.1805691854759568,-0.29077010192525476,-0.02271379245086419,-0.09832257833346769,,,,-0.27310306512727145,22.97,-0.1552041191614565,-0.09999999999999787,1.3806443186603072,0.71207869146459,0,7,2.0,0.3621661795499186,-0.007829126312632106,0.054803884188424745,-0.054803884188424745,2.0,0,0,0.054803884188424745
2010-06-18,0.324327010239926,22.37,0.3016422425010024,0.1343644225342648,0.1688301658360396,23.95,22.512,24.15,0.324327010239926,23.95,,4.573669377966394,-0.1681139284473776,-0.47696003494212713,-0.05333768568594849,-0.17605683088436924,,,,-0.4902006471190239,22.37,-0.13828967642526968,-0.1999999999999993,1.2515990762701428,0.6842243365630152,0,8,1.0,0.3533642904079055,0.029037280167979518,-0.20326096117585662,0.20326096117585662,1.0,0,1,-0.20326096117585662
2010-06-21,0.3552611952686694,23.74,0.3038661936651206,0.1341249978147752,0.3831873434549807,24.88,23.399,25.57,0.3552611952686694,24.88,,4.356317372808334,-0.12946116165150456,-0.3795511221945138,-0.030821841462293387,-0.1945392006943255,,,,-0.31171439577171217,23.74,-0.06974921630094044,-0.6900000000000013,1.1241125345239926,0.5847781657763964,0,9,1.0,0.3696869582601682,0.01442576299149878,-0.10098034094049146,0.10098034094049146,1.0,0,1,-0.10098034094049146
2010-06-22,0.345857280165787,24.11,0.3061645828212052,0.1336342415843069,0.2970249007589914,27.05,24.366,26.83,0.345857280165787,27.05,,4.064887484686141,0.04561267877850783,-0.29410229645093944,-0.01881685282264922,-0.1264670073781295,,,,-0.22360220696453498,24.11,0.030782385634886555,0.22000000000000242,1.0335169309939458,0.5641662723909098,0,10,2.0,0.4593968483785212,0.1135395682127342,-0.7947769774891393,0.7947769774891393,1.0,0,1,-0.7947769774891393
2010-06-23,0.3410346900900005,24.59,0.3084440219299976,0.1330317823088433,0.2449840751914546,26.91,24.915,26.57,0.3410346900900005,26.91,,4.0027996452483245,0.03819444444444442,-0.22247905229702392,-0.0345961342991386,-0.04653568214245529,,,,-0.33763324637561276,24.59,0.0540077153879126,0.33999999999999986,0.9795709372074619,0.586095201247933,0,11,2.0,0.4310275561507602,0.08999286606075974,-0.6299500624253181,0.6299500624253181,1.0,0,1,-0.6299500624253181
2010-06-24,0.3621661795499186,26.1,0.3113335509301286,0.1322695588776087,0.3843108652598306,29.74,26.449,29.09,0.3621661795499186,29.74,,3.8207583636870215,0.18722554890219545,-0.1507709880068534,-0.007829126312632106,-0.1410551967300131,,,,-0.13690543365786412,26.1,0.13626469307792788,0.6499999999999986,0.8898178451308218,0.5271742960450001,0,12,2.0,0.4254194065876631,0.0632532270377445,-0.4427725892642115,0.4427725892642115,1.0,0,1,-0.4427725892642115
